filename,start_time_s,end_time_s,chroma_mean,chroma_std,mfccs_mean,mfccs_std
scottis.wav,424.65814058956914,487.31718820861676,0.40630567,0.33420268,-17.77045,137.85855
scottis.wav,487.31718820861676,587.1165532879819,0.33150524,0.31924224,-17.266397,133.2062
scottis.wav,587.1165532879819,679.5900226757369,0.39414054,0.33177227,-11.786734,123.279144
scottis.wav,679.5900226757369,751.7344217687075,0.4782581,0.31125548,-7.757476,117.35164
scottis.wav,751.7344217687075,753.8242176870748,0.6859322,0.25336578,-15.878639,137.24777
scottis.wav,753.8242176870748,757.098231292517,0.36404833,0.34692693,-14.963908,120.45097
20180623_223835.wav,0.0,1.9504761904761905,0.5819196,0.30615678,-28.8711,146.5507
20180623_223835.wav,1.9504761904761905,34.969251700680275,0.35425803,0.30695218,-16.642305,127.32156
20180623_223835.wav,34.969251700680275,101.738231292517,0.3713742,0.3029082,-14.952826,126.19918
20180623_223835.wav,101.738231292517,116.42485260770975,0.43845776,0.28617352,-13.878949,124.40529
20180623_223835.wav,116.42485260770975,144.462947845805,0.40481818,0.30506685,-15.315697,122.717125
20180623_223835.wav,144.462947845805,222.0756462585034,0.4086804,0.3052301,-15.1951275,123.24771
20180623_223835.wav,222.0756462585034,250.86839002267573,0.39590687,0.2989996,-17.427364,113.44483
20180623_223835.wav,250.86839002267573,311.39120181405895,0.3988977,0.30008763,-15.345784,122.26901
20180623_223835.wav,311.39120181405895,325.7875736961451,0.40029585,0.3026352,-13.700936,122.92453
20180623_223835.wav,325.7875736961451,383.83746031746034,0.40168402,0.2989838,-14.39679,124.94442
20180623_223835.wav,383.83746031746034,398.6866213151927,0.40003002,0.30185172,-14.634918,124.16809
20180623_223835.wav,398.6866213151927,422.69605442176874,0.36831826,0.30664685,-12.623859,121.84869
20180623_223835.wav,422.69605442176874,454.6815419501134,0.37263417,0.3072673,-15.261137,125.96775
20180623_223835.wav,454.6815419501134,483.5671655328798,0.38820243,0.30604303,-14.384667,123.02894
20180228_211314obscuritas.wav,0.0,29.837641723356008,0.28147107,0.30120647,-24.873255,131.09897
20180228_211314obscuritas.wav,29.837641723356008,41.19219954648526,0.3070106,0.30064234,-26.646421,133.53384
20180228_211314obscuritas.wav,41.19219954648526,47.11328798185941,0.25124726,0.2957301,-26.129889,144.02202
20180228_211314obscuritas.wav,47.11328798185941,78.84335600907029,0.30889413,0.30249304,-16.548935,119.73786
20180228_211314obscuritas.wav,78.84335600907029,98.68480725623583,0.38160217,0.2895947,-13.696646,120.03116
20180228_211314obscuritas.wav,98.68480725623583,111.37451247165532,0.4196543,0.28961986,-13.314618,127.203674
20180228_211314obscuritas.wav,111.37451247165532,151.85850340136054,0.24437667,0.29779738,-22.290386,118.63405
20180228_211314obscuritas.wav,151.85850340136054,164.1534693877551,0.34504917,0.30123863,-17.642355,133.21884
20180228_211314obscuritas.wav,164.1534693877551,175.9027664399093,0.42005852,0.2907541,-10.006598,110.60826
20180228_211314obscuritas.wav,175.9027664399093,184.1922902494331,0.4767786,0.29018357,-12.995954,132.738
20180228_211314obscuritas.wav,184.1922902494331,234.03392290249434,0.3242641,0.30269507,-17.643957,122.05361
20180228_211314obscuritas.wav,234.03392290249434,254.64163265306124,0.38386577,0.29186672,-13.459002,121.158615
20180228_211314obscuritas.wav,254.64163265306124,268.9219047619048,0.33267653,0.30775285,-18.740423,116.39186
20180228_211314obscuritas.wav,268.9219047619048,296.10086167800455,0.31751016,0.28865066,-18.428566,116.57248
Voice 011.wav,0.0,9.241541950113378,0.4406108,0.32031706,-7.9235187,115.470726
Voice 011.wav,9.241541950113378,22.6162358276644,0.44258377,0.31018433,-4.786731,108.135155
Voice 011.wav,22.6162358276644,25.21687074829932,0.4909021,0.28752318,-1.0928018,110.80369
Voice 011.wav,25.21687074829932,36.617868480725626,0.4485668,0.30338675,-8.543587,115.33992
Voice 011.wav,36.617868480725626,40.79746031746032,0.6637403,0.24056908,-38.98085,149.26216
Voice 011.wav,40.79746031746032,63.181496598639455,0.3999732,0.3081526,-11.443454,119.20485
Voice 011.wav,63.181496598639455,66.59482993197278,0.33186018,0.30420667,-7.6788473,124.90619
Voice 011.wav,66.59482993197278,68.6033560090703,0.31454,0.29222435,-12.319478,117.189766
Voice 011.wav,68.6033560090703,70.6118820861678,0.3318462,0.30728388,-9.458948,124.639534
Voice 011.wav,70.6118820861678,74.89596371882087,0.23984875,0.29199287,-8.129272,114.094795
Voice 011.wav,74.89596371882087,104.21115646258504,0.3099099,0.3013226,-7.167569,112.31467
Voice 011.wav,104.21115646258504,107.68253968253968,0.40913972,0.29507858,-9.948843,122.47255
Voice 011.wav,107.68253968253968,173.0118820861678,0.35478643,0.32395124,-5.7328854,110.85459
Voice 011.wav,173.0118820861678,174.50956916099773,0.43905568,0.3097378,-5.3968387,122.03427
Voice 039.wav,0.0,13.502403628117914,0.4503547,0.30780703,-3.7504296,97.86981
Voice 039.wav,13.502403628117914,129.4744671201814,0.44511417,0.30334967,-3.5140898,96.85125
Voice 039.wav,129.4744671201814,134.7802267573696,0.5608861,0.27826226,-4.9203115,103.181725
Voice 039.wav,134.7802267573696,148.01560090702947,0.4337678,0.3109379,-3.5287457,100.07426
Voice 039.wav,148.01560090702947,153.9831292517007,0.50680584,0.27966478,-4.856249,104.292885
Voice 039.wav,153.9831292517007,167.14884353741496,0.45968574,0.30032256,-2.7936442,96.95792
Voice 039.wav,167.14884353741496,173.26730158730157,0.5116285,0.29292205,-4.57622,101.53118
Voice 039.wav,173.26730158730157,182.42757369614512,0.43095964,0.32100785,-3.5771284,89.812775
Voice 039.wav,182.42757369614512,191.03056689342404,0.47997415,0.30357748,-4.29249,99.6092
Voice 039.wav,191.03056689342404,201.67691609977325,0.391481,0.32731515,-4.563288,90.871086
Voice 039.wav,201.67691609977325,252.29641723356008,0.49002656,0.2991957,-3.6086545,100.0033
Voice 039.wav,252.29641723356008,254.1191836734694,0.70729977,0.21175122,-1.6056969,111.10546
Voice 039.wav,254.1191836734694,300.31528344671204,0.51217544,0.29634318,-3.6120071,99.51292
Voice 039.wav,300.31528344671204,301.55755102040814,0.70441556,0.20659699,0.1734634,100.42925
20170311_162749.wav,0.0,9.183492063492064,0.5626014,0.29632396,-30.039541,159.06328
20170311_162749.wav,9.183492063492064,28.746303854875283,0.29286528,0.30433217,-25.522442,130.8172
20170311_162749.wav,28.746303854875283,38.568344671201814,0.36931875,0.2956247,-17.95917,89.669685
20170311_162749.wav,38.568344671201814,111.06104308390023,0.3452464,0.30181426,-15.995763,97.64055
20170311_162749.wav,111.06104308390023,118.15473922902494,0.43186212,0.2732254,-12.917077,94.06085
20170311_162749.wav,118.15473922902494,164.23473922902494,0.34071115,0.30427322,-15.791607,100.531235
20170311_162749.wav,164.23473922902494,189.44,0.418316,0.28757742,-14.093177,95.04576
20170311_162749.wav,189.44,212.0562358276644,0.4257063,0.28718016,-14.628622,100.71987
20170311_162749.wav,212.0562358276644,267.00625850340134,0.34755614,0.3010601,-12.970439,98.3363
20170311_162749.wav,267.00625850340134,287.17278911564625,0.46344572,0.27807653,-14.064738,106.06093
20170311_162749.wav,287.17278911564625,298.9685260770975,0.33638936,0.30023298,-16.230587,100.27746
20170311_162749.wav,298.9685260770975,302.35863945578234,0.4249288,0.2981257,-15.806315,100.47124
20170311_162749.wav,302.35863945578234,310.19537414965987,0.33312255,0.29883876,-20.308214,111.84132
20170311_162749.wav,310.19537414965987,316.9407709750567,0.29301623,0.30054304,-17.695738,109.43611
Voice 165.wav,0.0,1.8808163265306121,0.7198379,0.21812686,-37.79806,187.2539
Voice 165.wav,1.8808163265306121,10.181950113378685,0.21344335,0.2967445,-21.122732,129.72005
Voice 165.wav,10.181950113378685,21.51328798185941,0.21566625,0.29535097,-20.55661,122.30756
Voice 165.wav,21.51328798185941,37.90657596371882,0.23021801,0.29137534,-19.39181,121.85024
Voice 165.wav,37.90657596371882,43.874104308390024,0.37200361,0.28014556,-13.941508,138.61142
Voice 165.wav,43.874104308390024,96.57179138321996,0.24617942,0.29214513,-17.3336,115.99229
Voice 165.wav,96.57179138321996,135.15174603174603,0.29100996,0.29792774,-14.195406,116.89657
Voice 165.wav,135.15174603174603,154.7261678004535,0.24648082,0.29632878,-14.238661,121.230415
Voice 165.wav,154.7261678004535,157.60544217687075,0.32566476,0.28398725,-11.295342,123.97538
Voice 165.wav,157.60544217687075,164.29278911564626,0.36986154,0.28041136,-9.09541,122.112816
Voice 165.wav,164.29278911564626,175.0900680272109,0.30763286,0.29016268,-13.478812,125.07395
Voice 165.wav,175.0900680272109,179.47863945578231,0.3309074,0.30041742,-10.186327,119.60542
Voice 165.wav,179.47863945578231,205.63591836734693,0.31084442,0.29122105,-14.422029,125.42208
Voice 165.wav,205.63591836734693,225.8140589569161,0.22259338,0.29366627,-18.356962,118.70063
20180718_143420 shades of blue.wav,0.0,57.67836734693878,0.39326146,0.29234698,-14.492377,130.28609
20180718_143420 shades of blue.wav,57.67836734693878,154.93514739229025,0.46380004,0.28755504,-13.180426,119.71385
20180718_143420 shades of blue.wav,154.93514739229025,178.5150113378685,0.525545,0.2656615,-15.535588,130.40724
20180718_143420 shades of blue.wav,178.5150113378685,187.0831746031746,0.38366345,0.31717494,-17.747599,136.92686
20180718_143420 shades of blue.wav,187.0831746031746,193.7473015873016,0.34355038,0.29968044,-19.566029,141.1291
20180718_143420 shades of blue.wav,193.7473015873016,213.46104308390022,0.28978962,0.30437186,-16.809143,127.52915
20180718_143420 shades of blue.wav,213.46104308390022,300.59392290249434,0.33651242,0.31548285,-17.958597,131.96945
20180718_143420 shades of blue.wav,300.59392290249434,371.7514739229025,0.30203938,0.30750924,-17.130724,130.09705
20180718_143420 shades of blue.wav,371.7514739229025,417.2858049886621,0.3177636,0.3076362,-16.210413,126.08197
20180718_143420 shades of blue.wav,417.2858049886621,499.7514739229025,0.2779383,0.30264974,-20.868269,132.83893
20180718_143420 shades of blue.wav,499.7514739229025,545.6457142857142,0.32445806,0.30879658,-17.918879,128.02522
20180718_143420 shades of blue.wav,545.6457142857142,586.8030839002267,0.32688922,0.31646892,-18.244404,136.80322
20180718_143420 shades of blue.wav,586.8030839002267,593.1537414965986,0.39171672,0.28791085,-15.5577,149.2594
20180718_143420 shades of blue.wav,593.1537414965986,623.6183219954648,0.34952325,0.31754947,-17.795717,139.02725
20170411_132630.wav,0.0,15.394829931972788,0.35469922,0.31951272,-17.3434,110.76837
20170411_132630.wav,15.394829931972788,210.96489795918367,0.26894265,0.3081455,-25.6449,118.942535
20170411_132630.wav,210.96489795918367,222.37750566893425,0.47665617,0.29979032,-38.692043,177.36089
20170411_132630.wav,222.37750566893425,265.85687074829934,0.25758702,0.29335064,-32.578285,123.0267
20170411_132630.wav,265.85687074829934,307.39736961451246,0.3980629,0.31967413,-31.725958,148.45114
20170411_132630.wav,307.39736961451246,319.5414058956916,0.18472844,0.2949274,-36.155994,121.78721
20170411_132630.wav,319.5414058956916,341.7861224489796,0.44332084,0.3138172,-32.05701,154.66283
20170411_132630.wav,341.7861224489796,384.78947845804987,0.23035726,0.31645417,-31.071611,134.3108
20170411_132630.wav,384.78947845804987,479.07410430839,0.3762852,0.31868964,-30.638418,143.13762
20170411_132630.wav,479.07410430839,509.2252154195011,0.22588952,0.307792,-37.448143,131.06552
20170411_132630.wav,509.2252154195011,538.7377777777778,0.36245,0.32556072,-35.513252,151.09276
20170411_132630.wav,538.7377777777778,743.282358276644,0.23727731,0.30295724,-26.290375,123.27051
20170411_132630.wav,743.282358276644,762.1601814058957,0.40476066,0.31407586,-25.214111,135.20367
20170411_132630.wav,762.1601814058957,822.4391836734694,0.22650056,0.30824682,-36.120125,129.57715
20170414_165433.wav,0.0,2.8560544217687074,0.5006271,0.3523698,-21.84009,130.71826
20170414_165433.wav,2.8560544217687074,45.39501133786848,0.2812635,0.3104865,-18.700584,127.86459
20170414_165433.wav,45.39501133786848,52.66285714285714,0.29617158,0.30480528,-21.58624,133.0422
20170414_165433.wav,52.66285714285714,68.74267573696144,0.27926165,0.31120205,-18.42543,125.25733
20170414_165433.wav,68.74267573696144,88.31709750566894,0.3209109,0.31946525,-21.324057,139.11595
20170414_165433.wav,88.31709750566894,102.20263038548752,0.33197623,0.3254705,-21.100107,137.47908
20170414_165433.wav,102.20263038548752,113.40625850340136,0.28354302,0.30193615,-18.363602,139.05688
20170414_165433.wav,113.40625850340136,158.33687074829933,0.28627425,0.3126876,-19.48934,127.06611
20170414_165433.wav,158.33687074829933,170.75954648526078,0.30914795,0.30484414,-20.252146,136.56657
20170414_165433.wav,170.75954648526078,215.41151927437642,0.23833041,0.31258795,-26.114414,139.02661
20170414_165433.wav,215.41151927437642,216.94403628117914,0.48376867,0.28147867,-39.313457,198.15921
20170414_165433.wav,216.94403628117914,230.0168707482993,0.19537291,0.3111759,-30.511,144.78957
20170414_165433.wav,230.0168707482993,231.9673469387755,0.14034311,0.2838915,-43.45927,189.64456
20170414_165433.wav,231.9673469387755,284.247074829932,0.21583666,0.3069469,-24.40866,133.68481
20180208_224148.wav,0.0,48.48326530612245,0.359845,0.3056852,-22.161564,124.88095
20180208_224148.wav,48.48326530612245,67.60489795918367,0.36673245,0.29316193,-17.120285,121.15707
20180208_224148.wav,67.60489795918367,101.63374149659865,0.32269904,0.2884843,-18.961916,122.105095
20180208_224148.wav,101.63374149659865,157.76798185941044,0.38972282,0.29939377,-17.881174,120.67212
20180208_224148.wav,157.76798185941044,204.96253968253967,0.3527056,0.30133834,-18.06752,119.587425
20180208_224148.wav,204.96253968253967,236.22820861678005,0.30840957,0.3022671,-21.453934,127.66966
20180208_224148.wav,236.22820861678005,281.1936507936508,0.40515575,0.28409648,-14.780343,118.320015
20180208_224148.wav,281.1936507936508,734.8419047619047,0.3176568,0.3031273,-20.91707,123.62672
20180208_224148.wav,734.8419047619047,810.6666666666666,0.3519444,0.3010772,-21.073095,128.51012
20180208_224148.wav,810.6666666666666,855.3186394557823,0.35637712,0.29801416,-17.109762,125.6504
20180208_224148.wav,855.3186394557823,973.5430385487529,0.33094946,0.30318463,-18.390484,123.61902
20180208_224148.wav,973.5430385487529,1019.5301587301587,0.41454586,0.30394962,-22.899616,133.84288
20180208_224148.wav,1019.5301587301587,1066.898866213152,0.3330197,0.30797112,-18.824198,124.75016
20180208_224148.wav,1066.898866213152,1092.2898866213152,0.32425565,0.31449175,-22.455856,130.72302
20180802_225240.wav,0.0,5.015510204081632,0.2717731,0.3074056,-16.698267,104.62828
20180802_225240.wav,5.015510204081632,13.653333333333334,0.25754803,0.30005246,-21.204815,102.02065
20180802_225240.wav,13.653333333333334,26.586848072562358,0.23145677,0.30326036,-20.486225,107.25889
20180802_225240.wav,26.586848072562358,36.281179138321995,0.2212885,0.29531497,-21.139883,109.49457
20180802_225240.wav,36.281179138321995,39.96154195011338,0.22851178,0.2953591,-22.293093,109.99615
20180802_225240.wav,39.96154195011338,40.79746031746032,0.23681442,0.2894784,-23.875498,109.77604
20180802_225240.wav,40.79746031746032,49.44689342403628,0.23443606,0.2930347,-22.680086,105.248505
20180802_225240.wav,49.44689342403628,62.26430839002268,0.24727254,0.30028006,-21.451199,106.67524
20180802_225240.wav,62.26430839002268,71.459410430839,0.2444995,0.29406425,-21.527756,106.83831
20180802_225240.wav,71.459410430839,80.66612244897959,0.23308663,0.2944593,-23.137218,105.82473
20180802_225240.wav,80.66612244897959,95.48045351473922,0.22074915,0.29892963,-23.25529,107.826324
20180802_225240.wav,95.48045351473922,99.30013605442177,0.21937409,0.30022284,-23.632477,113.07632
20180802_225240.wav,99.30013605442177,112.94185941043084,0.23843251,0.2997799,-24.88327,106.84884
20180802_225240.wav,112.94185941043084,117.0053514739229,0.30053478,0.31376767,-22.515413,123.034805
Voice 158.wav,0.0,134.87310657596373,0.35119674,0.30222642,-12.144715,99.05979
Voice 158.wav,134.87310657596373,142.3499319727891,0.39334023,0.2931568,-13.653526,103.07771
Voice 158.wav,142.3499319727891,170.92208616780044,0.3410695,0.29598406,-16.553953,105.29515
Voice 158.wav,170.92208616780044,178.9213605442177,0.3771609,0.2912746,-13.472847,104.48662
Voice 158.wav,178.9213605442177,223.22503401360544,0.35823023,0.28021273,-10.723665,92.850624
Voice 158.wav,223.22503401360544,289.9475736961451,0.33587417,0.30942294,-14.652366,103.04949
Voice 158.wav,289.9475736961451,349.7157369614512,0.37524024,0.29042113,-12.262094,96.43987
Voice 158.wav,349.7157369614512,355.59038548752835,0.33680576,0.2786276,-10.258449,87.711494
Voice 158.wav,355.59038548752835,417.8314739229025,0.31510046,0.29870957,-17.27498,104.26626
Voice 158.wav,417.8314739229025,452.70784580498866,0.40267658,0.3105378,-15.1883545,110.94486
Voice 158.wav,452.70784580498866,563.153560090703,0.31018126,0.30658704,-17.002323,104.597305
Voice 158.wav,563.153560090703,812.1063038548753,0.42689338,0.28855196,-11.997996,89.626366
Voice 158.wav,812.1063038548753,841.7930158730159,0.34941125,0.29010072,-14.432245,92.669685
Voice 158.wav,841.7930158730159,870.3071201814059,0.33599764,0.29538545,-19.106289,107.33246
Voice 164.wav,0.0,286.6967800453515,0.3627021,0.3015109,-15.221579,115.91676
Voice 164.wav,286.6967800453515,749.900045351474,0.33311203,0.29973975,-14.82749,114.68257
Voice 164.wav,749.900045351474,825.5506575963719,0.37539205,0.30777177,-15.060137,121.97543
Voice 164.wav,825.5506575963719,996.6701133786848,0.33336183,0.30164665,-16.095707,120.08868
Voice 164.wav,996.6701133786848,1241.3155555555556,0.27506667,0.29826275,-17.34127,117.32047
Voice 164.wav,1241.3155555555556,1378.5687074829932,0.3553001,0.30197057,-10.851479,114.66357
Voice 164.wav,1378.5687074829932,1404.6795464852607,0.36376902,0.29654282,-12.564892,121.06793
Voice 164.wav,1404.6795464852607,1636.2521541950114,0.3195181,0.3034549,-15.6909895,120.971596
Voice 164.wav,1636.2521541950114,1758.0059863945578,0.3356571,0.29791465,-13.722842,121.4264
Voice 164.wav,1758.0059863945578,1873.9664399092972,0.28861558,0.29713586,-13.935945,120.111946
Voice 164.wav,1873.9664399092972,2307.5062131519276,0.31896174,0.30314583,-16.312872,118.53859
Voice 164.wav,2307.5062131519276,2491.6056235827664,0.29470578,0.3038474,-16.42077,121.096115
Voice 164.wav,2491.6056235827664,2523.9045804988664,0.2371143,0.30128703,-16.644236,121.927475
Voice 164.wav,2523.9045804988664,2836.3174603174602,0.26545307,0.29466367,-17.876833,117.54925
20180606_233236.wav,0.0,7.4071655328798185,0.5819028,0.24738365,-15.024066,105.985886
20180606_233236.wav,7.4071655328798185,26.25015873015873,0.47054416,0.29327145,-23.075241,125.744705
20180606_233236.wav,26.25015873015873,65.87501133786849,0.52841085,0.27306545,-16.98041,109.47362
20180606_233236.wav,65.87501133786849,129.55573696145126,0.5608085,0.26201612,-19.368914,114.6168
20180606_233236.wav,129.55573696145126,134.65251700680273,0.39097762,0.325266,-21.137941,127.4077
20180606_233236.wav,134.65251700680273,152.40417233560092,0.50576293,0.28988707,-19.84539,120.42383
20180606_233236.wav,152.40417233560092,178.8284807256236,0.3909122,0.316318,-22.152174,116.037834
20180606_233236.wav,178.8284807256236,195.9415873015873,0.49154535,0.28983235,-19.148712,122.769226
20180606_233236.wav,195.9415873015873,229.93560090702948,0.430236,0.3052554,-21.62465,121.51138
20180606_233236.wav,229.93560090702948,240.02467120181407,0.43118775,0.30561987,-19.55926,130.04669
20180606_233236.wav,240.02467120181407,313.3881179138322,0.47122967,0.30097973,-23.17199,127.76507
20180606_233236.wav,313.3881179138322,391.04725623582766,0.58344865,0.24969153,-15.774557,108.74624
20180606_233236.wav,391.04725623582766,518.884716553288,0.6343652,0.2192196,-39.488403,171.77231
20180606_233236.wav,518.884716553288,529.5078458049886,0.63987345,0.21560246,-41.14055,199.95288
20171227_183504.wav,0.0,2.705124716553288,0.38675252,0.3244479,-16.010927,126.04202
20171227_183504.wav,2.705124716553288,4.35374149659864,0.23842762,0.30373317,-11.459706,113.3504
20171227_183504.wav,4.35374149659864,6.327437641723356,0.19948906,0.3007722,-15.942403,125.22585
20171227_183504.wav,6.327437641723356,10.205170068027211,0.3157912,0.30981365,-14.292679,136.63902
20171227_183504.wav,10.205170068027211,10.901768707482994,0.2946241,0.29818764,-14.301444,133.41144
20171227_183504.wav,10.901768707482994,13.223764172335601,0.24476692,0.31474677,-16.604376,133.63568
20171227_183504.wav,13.223764172335601,13.862312925170068,0.20703566,0.30915383,-13.917656,129.56187
20171227_183504.wav,13.862312925170068,20.909569160997734,0.34227124,0.30909005,-13.333624,127.394905
20171227_183504.wav,20.909569160997734,21.536507936507938,0.4040877,0.3030871,-11.362484,112.26164
20171227_183504.wav,21.536507936507938,23.38249433106576,0.33138025,0.31790408,-16.425833,130.46564
20171227_183504.wav,23.38249433106576,25.86702947845805,0.2292264,0.30517864,-13.925751,120.05483
20171227_183504.wav,25.86702947845805,28.16580498866213,0.3624071,0.31424758,-13.32097,130.6651
20171227_183504.wav,28.16580498866213,29.013333333333332,0.44380146,0.30455554,-12.636366,126.04951
20171227_183504.wav,29.013333333333332,33.32063492063492,0.45651615,0.30872366,-20.48641,149.59717
Voice 085soa 112123123412345 (1).wav,0.0,10.077460317460318,0.23469013,0.29574576,-15.1038,116.05905
Voice 085soa 112123123412345 (1).wav,10.077460317460318,116.54095238095238,0.35404253,0.2841744,-11.880271,110.42749
Voice 085soa 112123123412345 (1).wav,116.54095238095238,137.97297052154195,0.18922675,0.29418606,-23.870783,121.07454
Voice 085soa 112123123412345 (1).wav,137.97297052154195,228.7746031746032,0.3313399,0.28594583,-12.222184,112.35221
Voice 085soa 112123123412345 (1).wav,228.7746031746032,350.5748752834467,0.32183096,0.2859144,-11.424446,112.24133
Voice 085soa 112123123412345 (1).wav,350.5748752834467,389.5263492063492,0.35259572,0.28139922,-12.142316,114.38058
Voice 085soa 112123123412345 (1).wav,389.5263492063492,448.87655328798184,0.34380892,0.28746325,-15.145414,122.42072
Voice 085soa 112123123412345 (1).wav,448.87655328798184,467.4292970521542,0.35434172,0.28647122,-17.157438,133.09154
Voice 085soa 112123123412345 (1).wav,467.4292970521542,476.9494784580499,0.31072786,0.29969,-18.287865,120.447945
Voice 085soa 112123123412345 (1).wav,476.9494784580499,527.6734693877551,0.35080788,0.2882049,-19.656916,131.80513
Voice 085soa 112123123412345 (1).wav,527.6734693877551,593.1421315192744,0.32364354,0.29858592,-19.352701,121.918686
Voice 085soa 112123123412345 (1).wav,593.1421315192744,601.7451247165533,0.26322564,0.292638,-19.445704,127.91622
Voice 085soa 112123123412345 (1).wav,601.7451247165533,652.8986848072562,0.29440445,0.29072338,-20.911678,122.18187
Voice 085soa 112123123412345 (1).wav,652.8986848072562,734.9696145124717,0.37410817,0.2768473,-11.54612,117.2535
Voice 038.wav,0.0,0.8010884353741496,0.36635387,0.36213765,-47.36979,214.13605
Voice 038.wav,0.8010884353741496,1.0797278911564625,0.3369628,0.3061357,-22.241657,158.89978
Voice 038.wav,1.0797278911564625,1.6950566893424037,0.26876235,0.28312936,-20.86097,133.13391
Voice 038.wav,1.6950566893424037,1.9156462585034013,0.38686463,0.28116217,-12.7541485,122.50747
Voice 038.wav,1.9156462585034013,3.4017233560090703,0.32881284,0.30489796,-17.479109,124.213264
Voice 038.wav,3.4017233560090703,3.622312925170068,0.3466005,0.258485,-16.382166,118.95234
Voice 038.wav,3.622312925170068,4.435011337868481,0.35059354,0.3124304,-18.873856,124.0763
Voice 038.wav,4.435011337868481,4.806530612244898,0.2077529,0.29122332,-20.147943,119.0426
Voice 038.wav,4.806530612244898,5.317369614512471,0.37898564,0.31119418,-18.212881,118.20996
Voice 038.wav,5.317369614512471,6.002358276643991,0.33896548,0.31300333,-19.530264,121.14994
Voice 038.wav,6.002358276643991,7.7090249433106575,0.3799969,0.29505476,-17.601322,123.90981
Voice 038.wav,7.7090249433106575,8.150204081632653,0.20672987,0.2939955,-21.003271,122.348625
Voice 038.wav,8.150204081632653,8.626213151927438,0.35066926,0.28633156,-17.332113,118.54435
Voice 038.wav,8.626213151927438,9.09061224489796,0.31153572,0.295317,-20.451332,135.42915
Voice 010.wav,0.0,44.77968253968254,0.42612368,0.31447145,-4.972699,108.06324
