filename,start_time_s,end_time_s,chroma_mean,chroma_std,mfccs_mean,mfccs_std,cluster
20180123_194607.wav,768.0580499,815.5776871,0.36474207,0.29183128,-19.85739,129.97737,16
20180123_194607.wav,697.2836281,768.0580499,0.36435756,0.27949205,-19.655436,125.6877,16
maths.wav,142.2570522,219.161542,0.34241444,0.28553376,-15.592019,118.717964,16
20170722_224347.wav,95.1785941,107.4503401,0.35000354,0.2912122,-18.091978,107.03305,16
20180208_224148.wav,101.6337415,157.7679819,0.38972282,0.29939377,-17.881174,120.67212,16
20180730_132525songsong.wav,38.42902494,46.85786848,0.3252647,0.28623646,-17.99246,125.71958,16
20180208_224148.wav,157.7679819,204.9625397,0.3527056,0.30133834,-18.06752,119.587425,16
20180123_194607.wav,487.0617687,637.5735147,0.38183644,0.28301093,-16.720043,123.757996,16
20180616_215018.wav,57.62031746,63.01895692,0.36486077,0.29733995,-13.911361,120.69698,16
20180730_132525songsong.wav,46.85786848,71.00662132,0.35825512,0.3018286,-18.847431,125.34462,16
20180123_194607.wav,455.5406803,480.1073923,0.38459983,0.27805623,-19.690475,123.72352,16
20180208_224148.wav,810.6666667,855.3186395,0.35637712,0.29801416,-17.109762,125.6504,16
20180228_211314obscuritas.wav,268.9219048,296.1008617,0.31751016,0.28865066,-18.428566,116.57248,16
voboner sxuffed demo.wav,87.20253968,98.56870748,0.37775284,0.29957247,-15.036555,118.34518,16
20180221_144403riffnice.wav,523.0875283,560.2975057,0.392747,0.29897532,-18.609894,124.093414,16
20180122_174857.wav,45.15120181,82.45405896,0.37693793,0.30046085,-20.388523,126.68346,16
album track one motion.wav,345.1297959,491.0439909,0.34296465,0.29963052,-20.21459,116.45159,16
20180708_161938.wav,936.6000907,1010.625306,0.34007132,0.29541975,-18.012426,118.88191,16
Voice 103.wav,151.057415,170.8524263,0.33177772,0.29221925,-15.043031,124.03896,16
20180708_161938.wav,797.2571429,848.0391837,0.36838785,0.28553912,-18.716228,121.16714,16
20180228_153033.wav,225.5354195,328.3998186,0.3905121,0.28640547,-18.735596,124.02101,16
20180228_153033.wav,328.3998186,380.400907,0.3954484,0.2910312,-14.409576,122.04883,16
20180228_153033.wav,380.400907,965.0793651,0.35941336,0.2927662,-19.108727,118.52498,16
20180228_130051.wav,273.2408163,288.786576,0.3595241,0.29030854,-16.096375,123.75564,16
20180228_130051.wav,241.8474376,273.2408163,0.39883453,0.29136983,-19.022116,118.803505,16
Voice 103.wav,296.7278005,358.0865306,0.35590422,0.29924193,-14.909706,121.14387,16
20180805_193032.wav,30.99863946,33.97079365,0.3955883,0.29194275,-17.728497,130.73502,16
20180123_193132.wav,500.4945125,588.3704308,0.36953843,0.29434517,-20.585526,126.408394,16
20180123_193132.wav,588.3704308,635.7971882,0.3702155,0.29742837,-19.269842,131.67696,16
20180208_224148.wav,48.48326531,67.60489796,0.36673245,0.29316193,-17.120285,121.15707,16
20180228_130051.wav,207.1800454,223.8287528,0.3890318,0.28771958,-16.29064,114.842995,16
20180624_131932.wav,239.0262132,247.3389569,0.39648673,0.29146788,-20.963285,131.75182,16
20180228_130051.wav,140.1092063,202.3619048,0.3564728,0.29364905,-18.171762,119.60503,16
Voice 117.wav,84.34648526,90.58104308,0.35443336,0.2851941,-14.190152,130.86337,16
20180122_174857.wav,129.5905669,265.0441723,0.37190783,0.29645294,-16.874676,124.32009,16
20180117_131224.wav,100.8094331,109.8884354,0.4009031,0.27709705,-19.198843,119.14528,16
20180624_131932.wav,247.3389569,254.1075737,0.40631047,0.29580796,-15.875832,123.58327,16
20180622_195916.wav,67.87192744,69.96172336,0.4105701,0.29814368,-19.531,106.62465,16
20180228_153033.wav,57.60870748,85.8093424,0.3983007,0.28572294,-15.000392,125.71172,16
20170722_224347.wav,32.43827664,43.92054422,0.3446436,0.28454673,-19.294146,112.86327,16
20180117_131224.wav,262.8266667,335.1568254,0.4045873,0.29568818,-19.368399,124.7131,16
20171228_180140.wav,296.2169615,344.7931066,0.38609532,0.29477328,-17.147383,125.05317,16
20171228_180140.wav,509.3761451,558.0219501,0.3677584,0.29849166,-17.54808,129.01819,16
20180216_213246.wav,317.5909297,421.0009977,0.37815988,0.29679632,-17.686539,121.418945,16
Voice 010.wav,357.9936508,367.1655329,0.369729,0.3016852,-16.010345,130.41559,16
album track one motion.wav,193.8634014,311.298322,0.36482778,0.2900536,-16.928804,115.52517,16
20180117_131224.wav,390.664127,443.8378231,0.37649497,0.30003062,-19.65509,123.56699,16
20180730_132525songsong.wav,280.2764626,377.4519728,0.35957044,0.30355096,-18.253757,122.34575,16
20180228_153033.wav,85.8093424,212.2652154,0.39355752,0.28929806,-16.7832,120.043175,16
20180708_161938.wav,1803.923447,1813.733878,0.36655506,0.29080564,-20.11596,116.66459,16
album track one motion.wav,311.298322,322.6296599,0.3399234,0.29729804,-19.461826,122.5178,16
20170310_094351.wav,326.3796825,330.1993651,0.38526353,0.27766958,-21.74119,131.70938,16
20180117_131224.wav,257.6021769,262.8266667,0.37716883,0.29595938,-16.824816,122.28459,16
20180708_161938.wav,1041.914195,1165.003175,0.37189686,0.2947994,-17.356712,119.7671,16
20180708_161938.wav,1010.625306,1041.914195,0.33592048,0.2989669,-17.374458,119.620094,16
20180730_132525songsong.wav,468.2303855,541.2107029,0.3465899,0.2882008,-18.378462,123.11643,16
20180227_185206.wav,1426.436644,1487.806984,0.3675089,0.30176538,-18.270071,119.557846,16
20180117_163205.wav,7.976054422,18.28571429,0.38026834,0.29469728,-18.294659,130.97823,16
20180216_180551.wav,20.990839,24.53188209,0.39225292,0.28998607,-15.998421,126.74888,16
Voice 080.wav,1.451247166,1.544126984,0.38577256,0.28257528,-14.564007,129.68576,16
20180228_160312.wav,98.24362812,212.7876644,0.34642026,0.2993775,-19.03138,118.202225,16
Voice 099.wav,281.7277098,294.2316553,0.34674636,0.28689092,-17.874313,126.84114,16
armonic.wav,5.886258503,206.8201361,0.4057122,0.28759733,-16.751364,118.04511,16
20180122_180535.wav,555.7231746,635.2515193,0.38755214,0.29194665,-17.198298,123.49357,16
a 4 v 3 guitar.wav,55.43764172,57.16752834,0.40868726,0.2917132,-16.050716,113.32383,16
20170302_175356.wav,269.6417234,311.3795918,0.35689044,0.2911861,-16.382454,117.37956,16
20170302_175356.wav,311.3795918,318.7983673,0.34341273,0.29582307,-16.04705,117.12442,16
20180122_180535.wav,25.89024943,155.2486168,0.3402533,0.29479405,-19.644321,123.82353,16
20180228_160312.wav,317.2890703,348.0322902,0.34851938,0.30265522,-17.508295,114.57141,16
Voice 099.wav,125.7708844,141.305034,0.36091283,0.29753318,-15.275177,123.69808,16
guit plonk.wav,15.04653061,16.20752834,0.41535762,0.28923798,-21.032328,126.947525,16
20171223_183302.wav,166.1968254,172.7448526,0.37835285,0.2890072,-14.614815,126.88218,16
20180412_143954.wav,1.439637188,27.42276644,0.39072263,0.29212686,-14.345765,127.71262,16
guit plonk.wav,19.84145125,21.76870748,0.39878494,0.30460182,-22.49564,111.53434,16
20180228_210341.wav,421.4653968,460.0221315,0.36168024,0.29506323,-17.024382,121.63478,16
20180228_210341.wav,402.0186848,421.4653968,0.3539259,0.29081193,-16.759697,116.366776,16
guit plonk.wav,24.43900227,28.99011338,0.37801963,0.30174866,-19.491156,112.45286,16
uhfjfuusoa.wav,164.6410884,172.3965533,0.3298179,0.2928657,-18.247944,119.03549,16
omglol.wav,149.0604989,153.0078912,0.39388978,0.30084428,-18.370821,130.97495,16
armonic.wav,206.8201361,781.8971429,0.4176718,0.28942603,-17.658077,124.007484,16
20180623_224645.wav,895.8258503,917.1069388,0.37503207,0.29412287,-15.263196,131.0698,16
grooveish.wav,61.88117914,69.88045351,0.3629113,0.29908076,-16.894077,130.14507,16
20180117_184943.wav,522.3909297,617.7785034,0.3421011,0.29293185,-20.060036,119.8542,16
Mossel.wav,209.0376417,228.1360544,0.33637542,0.3005357,-17.42331,119.494225,16
20170722_224347 Marja Nuut.wav,91.02222222,95.22503401,0.35266012,0.2851805,-21.008728,107.92205,16
Voice 046.wav,141.4907937,165.6511565,0.32639727,0.29608896,-16.69435,120.97838,16
Voice 046.wav,165.6511565,201.6769161,0.34218067,0.29574957,-15.01397,121.357544,16
20171231_195135.wav,429.4762812,451.6513379,0.34125397,0.30137137,-17.60615,122.42554,16
20180805_194944.wav,9.531791383,270.5589116,0.37306416,0.30159563,-19.236708,127.972145,16
20180117_133308.wav,148.1317007,170.9336961,0.43621853,0.28810686,-15.919432,121.82561,16
20170722_224347 Marja Nuut.wav,73.92072562,90.08181406,0.36710256,0.28918588,-18.254736,106.169304,16
20170722_224347 Marja Nuut.wav,32.48471655,43.96698413,0.3434697,0.2834023,-19.163092,112.48227,16
20171231_195135.wav,385.4744671,409.3678005,0.36340457,0.29181466,-14.482442,127.19984,16
20171231_195135.wav,32.8678458,63.40208617,0.41879776,0.28767905,-17.548264,120.21997,16
20180117_133308.wav,4.911020408,134.5364172,0.42550468,0.28596747,-17.426197,124.13705,16
20170311_222052.wav,331.7318821,365.1453968,0.35354453,0.30357307,-16.507988,119.96419,16
20171231_195135.wav,0,32.8678458,0.3491637,0.28917724,-17.630993,127.323105,16
20180805_193409.wav,749.6910658,826.8393651,0.37354407,0.3018931,-18.931984,128.16072,16
20180117_184943.wav,2058.39093,2405.749841,0.36080214,0.29746154,-17.985481,121.55505,16
Fattig bondräng.wav,73.9323356,76.8,0.32642877,0.28470325,-18.06158,109.96665,16
Voice 086.wav,67.45396825,76.16145125,0.33250448,0.29217535,-18.46982,130.00204,16
Voice 085.wav,134.9195465,156.3051247,0.35541537,0.29609725,-17.072853,126.86627,16
Voice 085.wav,156.3051247,180.8602268,0.36440393,0.29679924,-16.082087,125.26781,16
20180117_184943.wav,617.7785034,667.2834467,0.36666965,0.29384363,-18.310911,119.43416,16
20180117_184943.wav,8.161814059,522.3909297,0.35080868,0.29717878,-17.248144,115.77893,16
20180623_224645.wav,462.1931973,481.3496599,0.3609596,0.2910492,-19.185953,125.71038,16
20180623_224645.wav,437.1388662,462.1931973,0.34341484,0.29162428,-19.04997,125.898315,16
20170726_213709.wav,149.7222676,153.0078912,0.33551392,0.26923418,-18.017294,131.45393,16
20180424_081926.wav,97.41931973,100.2405442,0.4042023,0.2891018,-15.799321,122.35565,16
Flosjon 2.0.wav,169.6333787,217.6522449,0.3478799,0.30228132,-15.920146,123.53578,16
Flosjon 2.0.wav,117.1678912,146.436644,0.31733212,0.2947239,-18.733595,120.53298,16
Voice 069.wav,264.4172336,267.3429478,0.317155,0.2761711,-14.747938,130.69044,16
20180228_225804.wav,4.051882086,8.730702948,0.40121967,0.2757812,-21.963455,131.54164,16
Björnen liten bit (saknar intro o slut).wav,130.1826757,134.8498866,0.3684731,0.29024237,-18.695797,126.96762,16
20170310_114307.wav,85.0430839,88.9324263,0.3361172,0.28399447,-15.226607,128.71683,16
Voice 125.wav,19.91111111,27.29505669,0.34366727,0.29628032,-17.706543,129.33777,16
Voice 125.wav,17.17115646,19.91111111,0.330699,0.30019063,-16.66611,120.32535,16
Elriff.wav,18.75011338,23.19673469,0.40239152,0.29619774,-19.869467,119.68079,16
Voice 119.wav,700.441542,759.9078458,0.33029294,0.29951543,-17.32602,120.286095,16
20170414_170017 FAMILY CRAZY.wav,1359.679274,2049.288707,0.35270903,0.30030674,-16.962563,123.3347,16
20170414_170017 FAMILY CRAZY.wav,439.7627211,600.4796372,0.34589174,0.29705313,-16.33767,124.860985,16
20180708_144627.wav,223.2946939,237.3427664,0.33895886,0.28577107,-17.437159,128.5739,16
Obscurities.wav,125.7244444,189.6605896,0.35158572,0.2944102,-17.570007,131.84183,16
20180818_122312.wav,43.86249433,62.77514739,0.3631465,0.29848698,-16.635963,129.1103,16
soagyyfjvru.wav,105.3489342,108.553288,0.35886374,0.30376512,-17.634432,124.91925,16
20180629_093037oooo.wav,535.7656236,590.9594558,0.35079756,0.29471582,-17.07507,126.305954,16
20180629_093037oooo.wav,492.2165986,535.7656236,0.3303549,0.2903101,-18.373365,120.87711,16
20170329_162054.wav,92.76371882,94.07564626,0.37198457,0.28861147,-18.594807,123.33438,16
Voice 163.wav,0,3.982222222,0.39498162,0.3042041,-18.133478,117.99854,16
20180301_210438.wav,163.8864399,179.3509297,0.43349966,0.29752696,-18.761501,125.46207,16
20180301_210438.wav,142.5821315,147.7485714,0.4072409,0.27044687,-20.975632,123.45257,16
20180301_210438.wav,137.5666213,142.5821315,0.42215204,0.28040755,-20.08488,130.25438,16
Voice 073.wav,1526.363719,1655.594376,0.32692546,0.29804882,-18.120672,121.54226,16
Fools Goldsoa.wav,655.7431293,678.4638549,0.35761964,0.30346066,-16.080814,117.252914,16
Fools Goldsoa.wav,678.4638549,701.7882993,0.34800532,0.29371867,-14.035822,123.07484,16
uhfjfuusoa.wav,109.0873469,119.4550567,0.34141,0.29626852,-17.641747,118.647705,16
20180219_182151.wav,1515.43873,1607.52907,0.35470104,0.2949976,-19.086567,121.82493,16
20180219_182151.wav,1286.698957,1373.193288,0.36524054,0.297683,-17.48797,119.02504,16
20180219_182151.wav,1230.971066,1249.47737,0.36725473,0.29427707,-16.97014,120.99158,16
20180117_163205.wav,112.3265306,192.8417234,0.39190912,0.29748154,-17.740818,122.907425,16
uhfjfuusoa.wav,84.20716553,87.1444898,0.39450216,0.30062002,-17.795666,121.218636,16
20180228_210341.wav,323.4771882,349.2745578,0.376211,0.30072218,-17.477285,128.97836,16
20180228_210341.wav,292.3972789,317.2194104,0.35168272,0.29191417,-14.48781,122.77612,16
20180120_184948.wav,262.8614966,307.3857596,0.35438162,0.29933977,-17.909649,126.06243,16
20180228_210341.wav,228.0896145,292.3972789,0.3683134,0.29414466,-15.193129,123.52944,16
Voice 098.wav,98.69641723,102.5973696,0.37538898,0.2963908,-16.268093,131.17964,16
20180412_145032.wav,406.2679365,442.9322449,0.36878806,0.30024493,-16.322836,126.21762,16
20170412_111126.wav,544.0319274,682.2370975,0.40013662,0.30396715,-18.298368,126.079025,16
20170412_111126.wav,393.3576417,401.1711565,0.41949716,0.2958092,-17.087246,124.41882,16
20170412_111126.wav,248.6044444,393.3576417,0.35864705,0.29294422,-15.568343,118.363716,16
20180424_081926.wav,127.2453515,148.1781406,0.38168085,0.29411283,-14.191932,124.73363,16
Voice 085soa 112123123412345.wav,389.5263492,448.8765533,0.34380892,0.28746325,-15.145414,122.42072,16
Voice 085soa 112123123412345.wav,448.8765533,467.4292971,0.35434172,0.28647122,-17.157438,133.09154,16
Voice 085soa 112123123412345.wav,476.9494785,527.6734694,0.35080788,0.2882049,-19.656916,131.80513,16
Voice 073.wav,1655.594376,1706.631837,0.39961606,0.28200063,-16.79558,127.91821,16
20180412_143954.wav,165.4305669,202.5592744,0.39758453,0.2917575,-15.129737,127.36758,16
20180120_184948.wav,250.1950113,262.8614966,0.38066322,0.29368642,-15.85451,115.69489,16
20180228_160312.wav,253.2484354,274.1928345,0.3757531,0.30137154,-16.747337,116.582146,16
20180805_194944.wav,1337.063039,1817.69288,0.35710397,0.30284855,-18.558708,126.47312,16
20180310_193333.wav,36.93133787,37.17514739,0.3778839,0.31021267,-19.900486,121.447716,16
må din väg.wav,283.6781859,368.1639909,0.36852968,0.30287838,-15.518244,118.79102,16
armonic.wav,1624.909206,1683.922721,0.39237282,0.28852692,-19.649574,129.0994,16
nanz bars.wav,8.93968254,9.671111111,0.413756,0.29160595,-22.653038,110.47073,16
20170722_224347 Marja Nuut.wav,95.22503401,107.4271202,0.34955475,0.2902405,-18.14734,106.944145,16
20180805_194944.wav,1067.084626,1167.19746,0.3872632,0.29576704,-16.562418,132.81458,16
20180117_133308.wav,759.7104762,783.33678,0.42830464,0.2933434,-19.827986,123.86931,16
20180805_194944.wav,1187.87483,1291.192018,0.38184023,0.2994297,-18.373243,127.38301,16
20180128_231817.wav,464.8286621,497.9287075,0.38630044,0.28548783,-16.381966,121.74022,16
20180705_215954.wav,353.5818594,370.4627664,0.3682008,0.2816605,-18.854374,133.85823,16
20180227_185206.wav,1487.806984,1514.057143,0.38766417,0.29072008,-17.580904,127.90309,16
20180805_193409.wav,322.8734694,396.8638549,0.3842816,0.30015624,-19.44028,131.94542,16
20180117_163205.wav,201.4447166,206.2512472,0.35441715,0.28624573,-15.272021,120.57295,16
2727.wav,432.5297052,451.2914286,0.37625894,0.2872413,-17.103264,122.799965,16
20180128_231817.wav,664.9150113,707.3494785,0.36636788,0.28942057,-19.013891,131.73149,16
må din väg.wav,517.2477098,527.8243991,0.32409877,0.29613212,-17.97376,123.5442,16
20180805_193409.wav,399.5573696,587.9060317,0.38434315,0.30528802,-19.137314,128.3225,16
20180117_163205.wav,215.9920181,220.7869388,0.35447797,0.28328773,-17.042498,133.2355,16
take me somewhere.wav,180.2797279,191.6575057,0.31833953,0.28803805,-17.862818,127.19764,16
20180228_210301.wav,14.68662132,17.98385488,0.39404753,0.29324627,-14.665322,132.15332,16
20180117_133308.wav,343.6785488,734.0524263,0.41546282,0.28784788,-19.200855,120.68021,16
Voice 167.wav,73.37505669,77.50820862,0.39861262,0.29556012,-18.162853,124.943924,16
Voice 167.wav,14.76789116,18.4830839,0.3686074,0.28405064,-15.596002,114.611984,16
20180128_231817.wav,207.0987755,218.5694331,0.34795716,0.29015195,-17.37577,122.68687,16
20180805_194944.wav,973.5314286,1067.084626,0.34909135,0.29966325,-16.98763,127.19036,16
20180117_163205.wav,196.3479365,201.4447166,0.3505011,0.29917562,-18.120062,125.46997,16
2727.wav,33.04199546,43.34004535,0.4031461,0.29339454,-17.24732,127.56081,16
20180128_231817.wav,356.8907029,379.0541497,0.3802882,0.29247314,-16.42735,127.41069,16
20170321_143416.wav,0,4.655600907,0.37277398,0.3038369,-19.021181,112.34779,16
2727.wav,43.34004535,93.05396825,0.316805,0.28765705,-16.2764,129.24744,16
20180120_184948.wav,232.5826757,237.1802268,0.36134878,0.29106918,-16.004505,122.346214,16
20180708_145626.wav,712.9338776,800.6240363,0.38157523,0.28471023,-17.476295,119.51833,16
Voice 090soa.wav,249.7073923,256.7082086,0.2624434,0.33505046,-13.947142,133.21951,17
0.wav,35.86321995,42.03972789,0.2678545,0.3198429,-13.984765,122.15993,17
20180111_173107.wav,22.96453515,24.29968254,0.29435408,0.35014662,-10.771134,133.38072,17
Voice 114.wav,6.849886621,7.650975057,0.3452519,0.33365777,-11.875928,120.02107,17
20180111_173107.wav,24.29968254,26.110839,0.23561631,0.3390259,-13.428854,134.16234,17
Voice 033.wav,15.31356009,17.69360544,0.34585482,0.33076295,-8.685847,119.53722,17
GROOOOVe-2.wav,8.742312925,10.11229025,0.28926837,0.32797766,-10.289568,121.62535,17
soasolo.wav,104.8729252,105.7785034,0.29200062,0.34708935,-13.678315,119.872505,17
Voice 033.wav,18.88943311,20.16653061,0.31457785,0.34228295,-9.288184,122.775085,17
Voice 001visdom.wav,26.28498866,28.74630385,0.3399599,0.3330584,-10.691492,104.71433,17
Voice 141.wav,64.76045351,91.48662132,0.3304656,0.32829162,-9.737903,121.034035,17
Voice 082.wav,25.58839002,76.76517007,0.35520354,0.33590528,-11.796016,113.424286,17
Björnen liten bit (saknar intro o slut).wav,79.14521542,83.27836735,0.34798166,0.33009163,-10.633508,119.88859,17
Voice 033.wav,4.179591837,4.81814059,0.2754061,0.3433708,-6.319963,117.22253,17
Voice 091soa.wav,7.151746032,12.94512472,0.3563404,0.33102843,-12.019493,131.76968,17
Voice 104.wav,311.6001814,315.1063946,0.2933878,0.3358232,-16.07651,127.11042,17
20180111_173107.wav,20.34068027,21.82675737,0.35370597,0.36571613,-9.942969,132.49036,17
20180111_173107.wav,21.82675737,22.96453515,0.23492979,0.34566218,-13.8758955,130.25905,17
Voice 091soa.wav,17.00861678,25.089161,0.3132869,0.3275017,-12.262707,127.74034,17
Voice 120.wav,72.09795918,77.65913832,0.270556,0.33020267,-16.804417,111.846405,17
Voice 091soa.wav,25.089161,31.4862585,0.30301794,0.3215017,-10.223914,117.782936,17
GROOOOVe-2.wav,4.94585034,6.350657596,0.3290625,0.32609594,-8.124424,123.923096,17
Voice 109.wav,370.8575057,487.2475283,0.30233037,0.33231205,-14.513104,108.32607,17
dwvwbrderam.wav,43.37487528,50.01578231,0.31654978,0.33043602,-15.92653,121.29787,17
20180308_145943.wav,40.76263039,45.49950113,0.36434433,0.3377364,-14.07775,123.87777,17
scottttt7s.wav,21.00244898,25.83219955,0.31827804,0.33221936,-14.123616,122.27078,17
Voice 161.wav,1.311927438,3.703582766,0.2407515,0.32079944,-9.37115,119.66387,17
20180111_093911.wav,0.8475283447,3.204353741,0.32703522,0.34196946,-12.798081,127.25032,17
Voice 161.wav,56.23873016,59.14122449,0.29820123,0.32842407,-12.285952,121.19202,17
titu.wav,199.66839,201.8278458,0.36525145,0.35058227,-12.229556,132.67862,17
Voice 102.wav,2.890884354,3.088253968,0.28209883,0.3588643,-3.812265,111.82572,17
Ny polska.wav,39.2185034,39.63646259,0.31884244,0.3469424,-12.380089,110.62955,17
Voice 161.wav,59.14122449,59.90748299,0.24298346,0.3194141,-11.7084465,118.92456,17
20170722_225736.wav,43.28199546,46.41668934,0.35259983,0.3339754,-11.714117,121.25631,17
Voice 102.wav,3.088253968,3.831292517,0.27495888,0.35101447,-4.740199,118.17117,17
20170722_225736.wav,93.04235828,96.17705215,0.30609238,0.34079197,-11.601601,117.27406,17
20170722_225736.wav,37.99945578,41.01804989,0.34346548,0.33461174,-11.434226,121.05196,17
20180715_133031 jag ville bara.wav,5.839818594,8.544943311,0.3559325,0.34986246,-10.363171,122.3521,17
20180310_192513.wav,34.42358277,42.00489796,0.27642193,0.32931554,-14.366143,112.70451,17
titu.wav,137.6943311,139.772517,0.3221768,0.34308112,-11.724408,122.361115,17
Voice 033.wav,8.707482993,10.10068027,0.33526915,0.33862013,-9.50852,123.964195,17
GROOOOVe-3.wav,5.77015873,6.733786848,0.29760388,0.32135308,-9.223866,118.85147,17
Voice 102.wav,3.831292517,4.376961451,0.28313622,0.3668268,-6.786343,127.188896,17
Voice 043.wav,175.4615873,178.689161,0.23521407,0.3328503,-14.934502,106.93046,17
GROOOOVe-3.wav,2.17106576,2.832834467,0.25903592,0.32034636,-9.766067,119.74655,17
GROOOOVe-3.wav,1.845986395,2.17106576,0.24429837,0.32533792,-10.707118,123.22576,17
20171229_185111.wav,10.72761905,12.39945578,0.33436295,0.35490236,-10.04586,112.27434,17
Voice 149.wav,517.0735601,543.9042177,0.30883303,0.33819294,-13.378241,131.10973,17
Voice 062.wav,115.9836735,117.5858503,0.28162602,0.3263319,-6.565642,120.28734,17
Voice 123.wav,1.578956916,3.413333333,0.30877987,0.34417886,-8.218361,118.03819,17
Voice 090soa.wav,256.7082086,262.6060771,0.29771972,0.32994148,-14.11177,127.508156,17
20170321_135518.wav,7.372335601,51.15356009,0.340034,0.32920823,-14.236818,122.659035,17
triplet trestämmigt.wav,59.0831746,63.15827664,0.30089638,0.3299527,-10.796541,119.32672,17
20171229_185111.wav,27.31827664,28.5721542,0.29664183,0.33750463,-17.16594,117.83399,17
w.wav,429.3950113,467.1042177,0.35424462,0.33233637,-13.889923,124.37002,17
20171229_185111.wav,26.08761905,27.31827664,0.3054648,0.350851,-16.301498,115.80328,17
Voice 023.wav,221.0539683,234.3009524,0.35755992,0.3281263,-11.077946,122.26132,17
Voice 161.wav,3.703582766,22.03573696,0.31772378,0.32744193,-9.985831,119.45385,17
Voice 074.wav,95.19020408,96.71111111,0.2290098,0.32820272,-14.751606,128.36893,17
20180111_173107.wav,27.05124717,28.02648526,0.33649892,0.32838306,-9.831864,138.4111,17
20180715_133031 jag ville bara.wav,45.66204082,48.66902494,0.3638312,0.34452298,-14.325348,132.1762,17
20171229_185111.wav,19.15646259,21.13015873,0.3141568,0.35327476,-15.763197,114.963524,17
scott-1.wav,166.405805,167.6132426,0.31642297,0.33944443,-13.557781,124.979004,17
Voice 102.wav,4.376961451,4.760090703,0.28679845,0.3557084,-6.266234,127.6346,17
scott-1.wav,158.6735601,159.8693878,0.3190534,0.350066,-10.796466,128.04623,17
Voice 161.wav,49.50494331,54.36952381,0.2999187,0.32786962,-11.229967,116.35044,17
scott-1.wav,136.3824036,138.2051701,0.3038415,0.33915055,-13.930898,134.52504,17
20180111_173107.wav,26.110839,27.05124717,0.30567393,0.3421924,-12.824154,133.02782,17
20180715_133031 jag ville bara.wav,48.66902494,52.59319728,0.31492049,0.34967282,-14.807443,128.35905,17
20180111_173107.wav,19.07519274,20.34068027,0.30277824,0.33194497,-7.6752505,130.84892,17
w.wav,262.3854875,328.2953288,0.35138524,0.33606088,-14.082958,125.26066,17
Voice 042.wav,520.7539229,529.0898866,0.22339243,0.3220283,-13.467637,121.67025,17
Voice 107.wav,15.88244898,18.93587302,0.32871184,0.33309963,-14.934621,112.49003,17
fångpolska-1.wav,48.03047619,48.85478458,0.28017852,0.33051953,-13.999263,118.28741,17
Voice 089.wav,72.07473923,76.75356009,0.2816847,0.3305757,-12.861812,124.13929,17
Voice 097.wav,28.33995465,30.69678005,0.27026138,0.33533713,-17.08843,113.36516,17
Voice 123.wav,24.50866213,26.28498866,0.30610412,0.34096327,-2.7907205,116.78011,17
Voice 095.wav,3.506213152,4.585941043,0.24330361,0.3180222,-12.413922,126.234856,17
Voice 049.wav,38.97469388,51.33931973,0.33036327,0.32927173,-14.365488,128.38785,17
Voice 001visdom.wav,0,2.240725624,0.29723895,0.33273283,-10.167058,113.11376,17
grooveish.wav,84.83410431,87.86430839,0.30022183,0.33310568,-12.923119,117.4889,17
Voice 089.wav,54.89197279,72.07473923,0.33351797,0.33122766,-13.407626,120.57158,17
Voice 095.wav,1.509297052,1.834376417,0.24321812,0.33153322,-14.77724,125.24255,17
pumporhel.wav,88.97886621,102.2490703,0.3501589,0.331042,-9.295225,123.17612,17
w-1.wav,9.218321995,9.93814059,0.29107073,0.33748794,-17.272057,121.92452,17
glalåten.wav,0,4.202811791,0.3289966,0.34065557,-13.591995,109.901436,17
triplet trestämmigt.wav,48.49487528,50.66594104,0.34246263,0.33904192,-10.327773,115.90547,17
scott.wav,261.7817687,266.9598186,0.31624803,0.32795665,-14.44499,125.78814,17
scottis.wav,753.8242177,757.0982313,0.36404833,0.34692693,-14.963908,120.45097,17
20180111_173107.wav,17.56589569,19.07519274,0.282164,0.34178758,-7.222382,132.24495,17
Entropy.wav,64.37732426,68.60335601,0.29215094,0.33129716,-15.515342,126.01239,17
20180715_132603.wav,89.35038549,91.27764172,0.35628554,0.3411926,-7.868207,125.807755,17
Voice 148.wav,59.82621315,68.4524263,0.36251542,0.33652958,-12.333277,104.937515,17
Folkb.wav,82.77913832,84.21877551,0.3130866,0.35472703,-10.396544,106.78812,17
triplet trestämmigt.wav,28.50249433,36.30439909,0.28761077,0.3213128,-10.062698,117.92369,17
glalåten.wav,17.04344671,18.26249433,0.27350944,0.34826836,-9.006093,111.01138,17
20170324_185158.wav,1.520907029,2.043356009,0.29533213,0.33095148,-15.126752,119.32505,17
Voice 148.wav,38.95147392,46.67210884,0.36604324,0.33691075,-13.6370735,109.34493,17
Voice 148.wav,30.17433107,38.95147392,0.34439337,0.3488879,-13.687194,115.700676,17
Voice 148.wav,17.54267574,30.17433107,0.34569445,0.3415856,-13.365871,112.46642,17
20180111_173107.wav,5.897868481,11.83056689,0.25704643,0.33878034,-13.310632,129.36752,17
Voice 097.wav,23.9629932,28.33995465,0.29547212,0.32625276,-10.726684,121.91132,17
Voice 131.wav,10.18195011,12.84063492,0.3001028,0.3255462,-11.30752,124.188,17
Voice 097.wav,17.84453515,21.76870748,0.26443154,0.3225652,-13.876789,117.17865,17
Voice 168.wav,1.892426304,2.205895692,0.3457605,0.33751222,-11.751882,102.72898,17
w.wav,337.385941,429.3950113,0.33892936,0.3415831,-13.463354,123.427605,17
